Land_ID,Location,State,District,Land_Type,Area_Acres,Current_Price_Per_Acre,Total_Value,Year_Purchased,Distance_to_Highway_KM,Distance_to_City_KM,Distance_to_Airport_KM,Water_Availability,Electricity_Availability,Zoning,Annual_Appreciation_Percent,Risk_Score,Market_Demand_Index,Expected_ROI_5Y,Population_Growth_Rate,Infrastructure_Score,Flood_Risk,Rental_Yield_Percent,Government_Project_Score,Road_Connectivity_Score,Last_Updated
L00134,Sambalpur,Odisha,Sambalpur,Industrial,18.47,7298848,134809722.56,2022,0.6,2.6,54.2,No,Yes,Commercial,22.94,5,82,58,1.09,72,3,9.33,74,47,2026-05-29
L00135,Bengaluru,Karnataka,Bengaluru Urban,Industrial,2.6,5437803,14138287.8,2024,10.0,4.7,110.3,Yes,No,Commercial,22.16,2,90,50,3.47,79,4,7.72,97,81,2026-05-29
L00136,Puri,Odisha,Puri,Residential,13.72,2965530,40687071.6,2020,13.4,72.6,34.8,No,No,Agricultural,23.93,1,41,127,0.94,93,5,5.93,60,73,2026-05-29
L00137,Cuttack,Odisha,Cuttack,Residential,8.07,13387824,108039739.68,2022,16.6,47.0,80.8,Yes,No,Mixed Use,15.57,5,88,83,4.18,92,5,7.92,54,63,2026-05-29
L00138,Pune,Maharashtra,Pune,Agricultural,15.73,13616791,214192122.43,2017,1.1,68.1,96.3,No,Yes,Commercial,23.3,5,43,99,4.4,59,2,6.85,95,57,2026-05-29
L00139,Rourkela,Odisha,Sundargarh,Residential,8.1,1893318,15335875.8,2019,7.0,5.9,74.3,Yes,Yes,Industrial,20.86,3,97,22,3.0,98,1,9.4,63,58,2026-05-29
L00140,Bhubaneswar,Odisha,Khordha,Commercial,2.59,5152875,13345946.25,2018,47.1,53.2,74.1,Yes,No,Commercial,24.83,1,88,123,3.99,86,3,1.43,70,55,2026-05-29
L00141,Cuttack,Odisha,Cuttack,Residential,2.69,770600,2072914.0,2024,42.9,59.9,5.6,Yes,No,Mixed Use,20.07,3,57,30,1.65,85,5,8.54,77,62,2026-05-29
L00142,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,5.62,3197264,17968623.68,2020,29.3,54.3,39.6,No,No,Mixed Use,7.18,2,94,83,4.35,66,4,8.11,47,79,2026-05-29
L00143,Sambalpur,Odisha,Sambalpur,Residential,13.66,4989922,68162334.52,2015,19.5,76.2,56.0,Yes,No,Residential,24.9,2,90,65,0.95,92,2,8.65,93,60,2026-05-29
L00144,Hyderabad,Telangana,Hyderabad,Commercial,22.18,2790866,61901407.88,2025,25.9,64.1,94.9,Yes,Yes,Residential,8.72,4,53,110,1.13,50,2,1.47,49,81,2026-05-29
L00145,Pune,Maharashtra,Pune,Agricultural,8.69,13407124,116507907.56,2022,27.2,40.8,75.3,Yes,No,Industrial,11.55,4,56,127,3.16,89,4,11.4,54,59,2026-05-29
L00146,Bhubaneswar,Odisha,Khordha,Commercial,8.44,11362301,95897820.44,2018,22.5,78.8,33.2,No,Yes,Residential,17.6,4,54,149,5.66,69,2,10.3,60,73,2026-05-29
L00147,Cuttack,Odisha,Cuttack,Commercial,16.17,10986436,177650670.12,2024,45.1,31.9,33.7,No,No,Agricultural,17.93,4,52,83,5.75,46,1,6.9,97,54,2026-05-29
L00148,Cuttack,Odisha,Cuttack,Residential,19.71,7870336,155124322.56,2024,43.4,18.5,82.0,No,Yes,Residential,3.79,5,85,26,3.72,90,2,3.63,83,55,2026-05-29
L00149,Hyderabad,Telangana,Hyderabad,Industrial,9.9,1556786,15412181.4,2021,5.3,17.5,97.2,No,No,Residential,16.17,5,94,101,5.78,100,5,3.55,64,70,2026-05-29
L00150,Puri,Odisha,Puri,Residential,24.5,8509085,208472582.5,2017,2.0,58.1,119.4,No,No,Industrial,23.49,2,83,63,2.17,97,5,5.02,74,87,2026-05-29
L00151,Bengaluru,Karnataka,Bengaluru Urban,Residential,6.69,5521794,36940801.86,2025,47.6,9.9,104.9,No,No,Commercial,3.53,1,51,130,2.83,69,2,4.62,55,97,2026-05-29
L00152,Puri,Odisha,Puri,Commercial,20.32,14338583,291360006.56,2022,2.2,46.8,44.8,Yes,Yes,Residential,16.63,5,88,87,1.21,89,4,8.49,42,87,2026-05-29
L00153,Sambalpur,Odisha,Sambalpur,Agricultural,1.24,2510294,3112764.56,2017,3.0,14.1,82.2,No,Yes,Agricultural,23.23,4,86,36,0.57,68,2,2.93,66,69,2026-05-29
L00154,Bengaluru,Karnataka,Bengaluru Urban,Residential,3.35,6904083,23128678.05,2021,39.3,59.6,9.2,No,No,Mixed Use,12.45,5,44,50,1.21,94,5,10.18,91,50,2026-05-29
L00155,Chennai,Tamil Nadu,Chennai,Industrial,21.43,14350951,307540879.93,2023,22.3,35.2,74.4,No,No,Industrial,17.57,4,56,93,4.98,45,4,7.31,96,45,2026-05-29
L00156,Bengaluru,Karnataka,Bengaluru Urban,Residential,21.73,8872283,192794709.59,2024,28.8,30.5,62.1,No,No,Residential,13.06,3,48,25,3.67,61,2,1.89,89,99,2026-05-29
L00157,Bhubaneswar,Odisha,Khordha,Residential,23.79,5552723,132099280.17,2026,42.1,43.3,87.0,No,No,Residential,14.49,4,81,47,2.51,76,4,2.34,42,88,2026-05-29
L00158,Sambalpur,Odisha,Sambalpur,Residential,4.75,13087654,62166356.5,2024,34.1,49.5,52.7,No,Yes,Agricultural,5.22,2,68,117,4.77,40,3,1.31,93,52,2026-05-29
L00159,Hyderabad,Telangana,Hyderabad,Agricultural,2.54,13322387,33838862.98,2018,48.5,22.9,61.6,Yes,No,Mixed Use,15.44,5,68,85,2.11,61,2,3.33,61,72,2026-05-29
L00160,Bengaluru,Karnataka,Bengaluru Urban,Commercial,7.32,1377290,10081762.8,2022,41.8,56.5,72.2,No,No,Residential,16.53,3,77,57,1.96,51,1,6.37,85,59,2026-05-29
L00161,Bengaluru,Karnataka,Bengaluru Urban,Residential,20.96,2853471,59808752.16,2024,36.2,59.2,59.2,No,No,Mixed Use,7.62,3,71,145,4.67,40,3,2.95,54,89,2026-05-29
L00162,Cuttack,Odisha,Cuttack,Agricultural,22.98,5814085,133607673.3,2022,45.6,25.9,81.6,No,Yes,Residential,16.63,1,81,23,2.43,66,5,9.65,92,84,2026-05-29
L00163,Rourkela,Odisha,Sundargarh,Agricultural,23.55,1693624,39884845.2,2021,33.0,79.3,58.1,No,No,Agricultural,13.84,5,87,124,0.94,81,2,8.13,99,66,2026-05-29
L00164,Bengaluru,Karnataka,Bengaluru Urban,Industrial,6.91,1624987,11228660.17,2022,8.6,21.7,2.5,No,No,Residential,16.17,3,81,147,2.46,59,1,11.21,48,83,2026-05-29
L00165,Rourkela,Odisha,Sundargarh,Industrial,10.68,11411957,121879700.76,2019,12.8,56.4,99.3,No,No,Commercial,20.53,5,48,142,4.07,81,5,11.78,79,64,2026-05-29
L00166,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,3.37,4885814,16465193.18,2020,7.3,39.0,74.0,Yes,No,Agricultural,23.21,3,55,23,4.85,50,4,9.12,53,56,2026-05-29
L00167,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,0.75,7471970,5603977.5,2024,6.5,46.7,42.9,Yes,No,Commercial,22.07,2,76,137,4.99,83,2,4.41,82,91,2026-05-29
L00168,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,14.18,9263971,131363108.78,2023,21.6,18.3,41.6,Yes,No,Mixed Use,6.03,2,96,73,4.53,99,2,4.36,69,86,2026-05-29
L00169,Puri,Odisha,Puri,Industrial,17.41,7898548,137513720.68,2023,46.6,79.3,92.0,No,No,Residential,8.28,2,68,37,0.69,100,2,8.3,89,98,2026-05-29
L00170,Hyderabad,Telangana,Hyderabad,Industrial,1.11,939878,1043264.58,2015,6.6,76.4,19.2,No,Yes,Industrial,10.22,1,85,63,2.34,52,2,2.06,84,44,2026-05-29
L00171,Bengaluru,Karnataka,Bengaluru Urban,Industrial,23.7,2316656,54904747.2,2015,43.1,44.0,73.8,No,Yes,Mixed Use,14.79,1,87,54,5.8,48,4,1.21,58,96,2026-05-29
L00172,Bhubaneswar,Odisha,Khordha,Commercial,12.72,13523227,172015447.44,2016,39.1,60.4,78.0,Yes,Yes,Mixed Use,10.1,1,59,50,0.62,47,4,4.85,66,60,2026-05-29
L00173,Sambalpur,Odisha,Sambalpur,Commercial,17.61,1207599,21265818.39,2019,20.2,14.6,118.2,Yes,No,Industrial,8.87,3,97,72,3.06,62,1,8.01,99,50,2026-05-29
L00174,Hyderabad,Telangana,Hyderabad,Residential,20.2,6213253,125507710.6,2021,18.0,16.9,50.9,No,No,Industrial,5.95,5,70,100,4.17,51,4,4.58,66,48,2026-05-29
L00175,Sambalpur,Odisha,Sambalpur,Agricultural,20.95,9497059,198963386.05,2021,37.3,71.3,37.6,No,No,Industrial,16.14,3,56,69,3.42,50,4,10.53,44,67,2026-05-29
L00176,Pune,Maharashtra,Pune,Agricultural,10.69,2814254,30084375.26,2015,17.8,5.7,37.2,Yes,Yes,Commercial,9.18,5,57,123,3.12,41,1,1.84,95,91,2026-05-29
L00177,Pune,Maharashtra,Pune,Commercial,15.38,4511311,69383963.18,2018,45.8,3.5,88.8,Yes,No,Residential,11.63,5,52,144,5.71,94,5,6.05,60,49,2026-05-29
L00178,Sambalpur,Odisha,Sambalpur,Residential,11.83,12959359,153309216.97,2023,1.7,26.5,34.8,No,No,Industrial,7.72,3,44,71,3.41,62,2,1.43,42,67,2026-05-29
L00179,Hyderabad,Telangana,Hyderabad,Industrial,1.8,9098332,16376997.6,2015,8.1,41.8,39.0,Yes,Yes,Commercial,8.55,4,61,147,1.24,42,1,4.91,68,42,2026-05-29
L00180,Chennai,Tamil Nadu,Chennai,Agricultural,2.24,11583781,25947669.44,2021,16.8,42.3,66.0,Yes,Yes,Commercial,12.3,2,50,22,2.78,65,2,7.59,49,48,2026-05-29
L00181,Sambalpur,Odisha,Sambalpur,Residential,21.69,3860245,83728714.05,2026,39.4,14.1,111.5,Yes,Yes,Mixed Use,8.01,2,52,139,3.31,99,5,11.35,83,81,2026-05-29
L00182,Rourkela,Odisha,Sundargarh,Residential,3.36,6180379,20766073.44,2019,47.5,42.7,115.2,Yes,No,Industrial,9.29,2,94,88,4.5,63,1,11.81,69,88,2026-05-29
L00183,Puri,Odisha,Puri,Industrial,15.2,11492903,174692125.6,2024,5.3,74.7,18.9,No,Yes,Residential,24.33,4,95,132,1.4,66,4,8.31,68,85,2026-05-29
L00184,Sambalpur,Odisha,Sambalpur,Industrial,19.16,9466539,181378887.24,2016,38.0,48.3,64.5,No,Yes,Residential,23.85,1,99,107,4.69,48,2,1.51,69,83,2026-05-29
L00185,Rourkela,Odisha,Sundargarh,Commercial,17.85,7216346,128811776.1,2022,22.0,37.9,43.3,Yes,Yes,Agricultural,22.7,2,78,23,3.58,98,3,6.62,95,43,2026-05-29
L00186,Hyderabad,Telangana,Hyderabad,Commercial,11.62,8590740,99824398.8,2024,26.1,25.2,31.5,Yes,No,Residential,6.62,3,90,134,2.17,82,3,5.43,96,40,2026-05-29
L00187,Hyderabad,Telangana,Hyderabad,Agricultural,19.24,12864841,247519540.84,2018,46.2,32.1,51.9,No,Yes,Residential,22.63,2,53,101,1.53,85,1,2.47,52,75,2026-05-29
L00188,Bengaluru,Karnataka,Bengaluru Urban,Commercial,2.37,10763744,25510073.28,2025,14.3,29.0,115.6,No,No,Residential,19.89,2,64,32,3.72,97,2,4.32,85,78,2026-05-29
L00189,Rourkela,Odisha,Sundargarh,Commercial,20.39,984626,20076524.14,2025,32.3,8.1,11.4,No,No,Agricultural,24.98,3,68,116,4.67,90,3,2.09,69,40,2026-05-29
L00190,Hyderabad,Telangana,Hyderabad,Agricultural,19.3,1480007,28564135.1,2026,34.2,5.8,98.5,No,No,Residential,6.53,1,74,38,1.64,75,5,1.21,100,79,2026-05-29
L00191,Cuttack,Odisha,Cuttack,Residential,14.48,664013,9614908.24,2021,11.6,26.1,49.1,Yes,Yes,Mixed Use,3.94,4,48,115,3.78,43,1,8.35,44,41,2026-05-29
L00192,Cuttack,Odisha,Cuttack,Industrial,22.58,11318796,255578413.68,2016,7.5,15.9,83.8,Yes,No,Residential,22.83,2,90,39,1.27,81,4,4.44,54,68,2026-05-29
L00193,Puri,Odisha,Puri,Residential,1.66,11154274,18516094.84,2019,27.2,15.5,26.6,No,No,Mixed Use,13.58,5,79,44,2.72,67,5,3.89,53,68,2026-05-29
L00194,Cuttack,Odisha,Cuttack,Agricultural,5.1,3240231,16525178.1,2020,26.6,49.4,86.1,Yes,Yes,Industrial,7.9,5,71,55,2.36,82,2,9.75,66,48,2026-05-29
L00195,Bhubaneswar,Odisha,Khordha,Commercial,11.59,5699337,66055315.83,2026,36.3,80.0,30.0,Yes,Yes,Industrial,11.52,1,59,40,4.02,45,2,1.34,78,70,2026-05-29
L00196,Puri,Odisha,Puri,Residential,12.98,7635947,99114592.06,2018,29.5,7.4,51.5,No,No,Commercial,10.62,1,46,143,5.95,75,4,4.99,92,85,2026-05-29
L00197,Rourkela,Odisha,Sundargarh,Residential,3.85,4758220,18319147.0,2020,32.8,39.4,78.5,No,Yes,Mixed Use,11.62,5,77,106,1.26,80,4,2.49,88,41,2026-05-29
L00198,Hyderabad,Telangana,Hyderabad,Industrial,10.64,1551702,16510109.28,2022,47.5,45.5,60.6,Yes,Yes,Mixed Use,4.61,3,82,36,1.8,67,4,1.87,73,88,2026-05-29
L00199,Chennai,Tamil Nadu,Chennai,Commercial,14.57,9516851,138660519.07,2024,28.2,50.9,57.4,Yes,No,Agricultural,20.01,2,87,71,4.02,62,3,4.74,45,65,2026-05-29
L00200,Pune,Maharashtra,Pune,Agricultural,4.01,757381,3037097.81,2016,44.8,24.2,51.3,No,Yes,Mixed Use,5.87,4,64,70,4.02,87,4,6.29,57,75,2026-05-29
L00201,Bhubaneswar,Odisha,Khordha,Industrial,5.56,6283365,34935509.4,2026,30.6,26.4,60.4,Yes,Yes,Mixed Use,5.43,1,81,134,2.41,75,2,2.46,98,56,2026-05-29
L00202,Pune,Maharashtra,Pune,Agricultural,23.39,5605910,131122234.9,2020,33.0,42.0,65.5,Yes,No,Commercial,5.38,5,60,50,2.59,92,1,1.69,52,81,2026-05-29
L00203,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,17.36,5371722,93253093.92,2020,21.4,20.1,6.0,No,No,Industrial,11.5,1,72,69,2.33,86,2,5.76,52,76,2026-05-29
L00204,Puri,Odisha,Puri,Agricultural,17.27,2219800,38335946.0,2018,35.2,42.4,82.3,No,No,Residential,19.38,3,49,79,4.36,54,5,6.68,68,48,2026-05-29
L00205,Hyderabad,Telangana,Hyderabad,Residential,18.74,12594699,236024659.26,2018,30.6,47.8,2.2,No,Yes,Residential,16.43,2,63,50,5.17,46,4,8.33,79,51,2026-05-29
L00206,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,18.04,9291380,167616495.2,2024,9.8,68.2,117.2,No,No,Mixed Use,10.96,2,43,60,0.74,48,2,8.09,52,80,2026-05-29
L00207,Pune,Maharashtra,Pune,Agricultural,0.72,6480226,4665762.72,2016,17.3,1.3,87.9,Yes,No,Commercial,4.26,1,56,144,5.98,95,1,9.49,46,92,2026-05-29
L00208,Bhubaneswar,Odisha,Khordha,Agricultural,13.8,1610271,22221739.8,2019,9.0,48.7,73.9,Yes,Yes,Mixed Use,5.55,2,59,143,3.16,100,3,1.04,92,67,2026-05-29
L00209,Bhubaneswar,Odisha,Khordha,Industrial,11.24,8053415,90520384.6,2026,46.2,56.6,114.8,Yes,No,Industrial,16.25,3,52,129,5.23,89,5,2.36,77,80,2026-05-29
L00210,Chennai,Tamil Nadu,Chennai,Commercial,3.89,14306267,55651378.63,2025,23.5,21.1,48.5,No,Yes,Commercial,16.22,4,59,38,2.03,88,4,7.28,42,99,2026-05-29
L00211,Bengaluru,Karnataka,Bengaluru Urban,Industrial,16.8,1056836,17754844.8,2021,47.5,36.3,28.0,No,Yes,Mixed Use,17.63,2,43,139,3.5,82,4,7.91,77,44,2026-05-29
L00212,Hyderabad,Telangana,Hyderabad,Industrial,5.4,14329280,77378112.0,2021,33.8,69.9,25.7,No,No,Mixed Use,12.57,3,53,89,5.12,70,4,6.7,95,98,2026-05-29
L00213,Chennai,Tamil Nadu,Chennai,Industrial,2.27,3434466,7796237.82,2022,3.3,37.4,109.7,Yes,No,Commercial,6.31,2,99,99,4.99,93,2,10.93,48,44,2026-05-29
L00214,Pune,Maharashtra,Pune,Industrial,17.96,5036366,90453133.36,2020,43.0,21.8,109.2,Yes,Yes,Agricultural,9.91,4,79,91,4.75,77,2,3.89,89,55,2026-05-29
L00215,Bhubaneswar,Odisha,Khordha,Industrial,1.32,3878959,5120225.88,2018,1.4,39.7,26.2,Yes,No,Industrial,5.83,1,50,144,0.61,46,5,2.89,85,40,2026-05-29
L00216,Bengaluru,Karnataka,Bengaluru Urban,Residential,15.53,2478783,38495499.99,2025,13.3,44.0,84.9,Yes,No,Residential,7.58,1,52,141,3.29,40,5,11.63,80,51,2026-05-29
L00217,Chennai,Tamil Nadu,Chennai,Residential,1.95,12804471,24968718.45,2015,14.0,5.5,20.4,Yes,Yes,Commercial,12.88,5,45,37,1.89,92,3,9.83,77,100,2026-05-29
L00218,Puri,Odisha,Puri,Industrial,10.99,13749863,151110994.37,2019,44.0,48.3,53.7,No,Yes,Commercial,9.63,3,98,104,2.91,84,2,10.78,97,89,2026-05-29
L00219,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,0.9,1602061,1441854.9,2025,5.9,11.1,63.7,No,No,Commercial,12.39,1,49,63,1.34,69,5,2.67,44,44,2026-05-29
L00220,Chennai,Tamil Nadu,Chennai,Commercial,9.52,11918342,113462615.84,2015,19.2,62.1,106.9,Yes,Yes,Residential,12.18,5,57,138,2.83,85,5,5.12,60,82,2026-05-29
L00221,Chennai,Tamil Nadu,Chennai,Commercial,11.54,4277598,49363480.92,2022,38.8,26.1,18.4,No,No,Mixed Use,13.68,3,44,107,2.47,84,2,3.97,63,44,2026-05-29
L00222,Cuttack,Odisha,Cuttack,Agricultural,0.73,1147211,837464.03,2021,23.5,42.6,12.2,Yes,No,Commercial,6.25,1,62,121,2.95,67,1,2.21,64,66,2026-05-29
L00223,Rourkela,Odisha,Sundargarh,Residential,6.96,6087146,42366536.16,2022,42.9,66.1,96.7,Yes,Yes,Industrial,3.22,1,88,137,1.63,50,5,8.62,53,95,2026-05-29
L00224,Hyderabad,Telangana,Hyderabad,Residential,7.9,3074918,24291852.2,2026,6.7,14.5,49.2,Yes,No,Agricultural,20.12,5,96,145,1.84,84,1,6.82,94,83,2026-05-29
L00225,Bengaluru,Karnataka,Bengaluru Urban,Residential,12.53,1229400,15404382.0,2016,3.4,18.7,71.8,Yes,Yes,Mixed Use,4.57,1,92,107,1.33,65,3,4.06,48,59,2026-05-29
L00226,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,22.51,5435038,122342705.38,2025,26.1,1.8,101.8,Yes,Yes,Agricultural,19.15,3,81,65,3.41,55,3,8.93,67,77,2026-05-29
L00227,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,13.64,8581315,117049136.6,2025,34.5,74.4,68.9,No,No,Commercial,14.0,1,97,47,3.27,92,3,10.61,90,64,2026-05-29
L00228,Sambalpur,Odisha,Sambalpur,Industrial,17.78,8773485,155992563.3,2022,10.7,34.5,119.1,Yes,No,Commercial,18.08,2,49,36,1.38,88,4,6.22,44,42,2026-05-29
L00229,Puri,Odisha,Puri,Commercial,7.6,4680625,35572750.0,2021,14.6,61.7,23.6,No,Yes,Agricultural,9.64,1,87,55,5.81,68,5,7.85,77,100,2026-05-29
L00230,Rourkela,Odisha,Sundargarh,Commercial,14.98,2113772,31664304.56,2019,40.5,79.9,77.6,No,No,Industrial,11.23,4,99,140,4.98,89,5,8.88,59,82,2026-05-29
L00231,Sambalpur,Odisha,Sambalpur,Industrial,11.35,3323260,37719001.0,2019,7.2,61.3,98.8,Yes,Yes,Agricultural,21.21,5,48,76,3.41,74,4,8.91,48,88,2026-05-29
L00232,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,1.01,4178503,4220288.03,2020,34.1,64.9,9.2,No,No,Industrial,25.0,2,67,58,5.51,43,4,2.76,69,98,2026-05-29
L00233,Cuttack,Odisha,Cuttack,Residential,2.15,12880409,27692879.35,2024,33.9,39.7,102.9,No,Yes,Commercial,8.99,3,71,118,4.63,92,5,9.14,64,88,2026-05-29
L00234,Sambalpur,Odisha,Sambalpur,Residential,6.5,14255272,92659268.0,2020,28.6,76.6,90.0,No,Yes,Industrial,20.73,2,50,71,4.02,66,3,9.04,79,97,2026-05-29
L00235,Sambalpur,Odisha,Sambalpur,Residential,14.71,6945625,102170143.75,2024,49.0,42.0,6.1,No,Yes,Agricultural,24.81,4,47,122,4.07,97,4,11.14,62,75,2026-05-29
L00236,Puri,Odisha,Puri,Agricultural,10.83,538372,5830568.76,2019,31.9,62.8,119.4,Yes,No,Residential,14.18,2,41,101,3.66,79,3,3.78,56,40,2026-05-29
L00237,Sambalpur,Odisha,Sambalpur,Industrial,10.56,7334707,77454505.92,2018,48.7,18.7,78.0,No,Yes,Commercial,4.0,2,99,86,5.58,65,5,3.28,48,96,2026-05-29
L00238,Hyderabad,Telangana,Hyderabad,Industrial,5.34,6781206,36211640.04,2017,38.3,22.7,12.6,No,No,Commercial,3.49,5,61,135,1.38,52,3,2.75,79,65,2026-05-29
L00239,Cuttack,Odisha,Cuttack,Industrial,19.59,2342955,45898488.45,2025,44.1,23.9,61.6,Yes,No,Industrial,22.9,2,72,110,5.1,54,2,7.85,51,85,2026-05-29
L00240,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,21.32,6876044,146597258.08,2023,42.8,72.2,104.6,No,Yes,Mixed Use,16.92,2,96,59,0.61,73,1,10.62,98,45,2026-05-29
L00241,Cuttack,Odisha,Cuttack,Agricultural,6.85,5188046,35538115.1,2022,36.2,44.4,15.2,No,No,Commercial,23.15,5,72,148,4.26,70,4,2.86,89,87,2026-05-29
L00242,Sambalpur,Odisha,Sambalpur,Residential,20.94,3018517,63207745.98,2022,15.4,50.7,15.3,No,No,Commercial,20.77,2,91,75,2.55,56,2,3.35,69,45,2026-05-29
L00243,Rourkela,Odisha,Sundargarh,Residential,18.54,4347149,80596142.46,2017,1.5,72.0,105.2,No,No,Agricultural,17.81,1,90,36,4.45,43,5,8.49,79,45,2026-05-29
L00244,Bhubaneswar,Odisha,Khordha,Residential,3.37,6514776,21954795.12,2023,15.0,36.6,47.4,No,No,Mixed Use,4.71,5,40,83,0.71,47,4,9.22,99,89,2026-05-29
L00245,Sambalpur,Odisha,Sambalpur,Industrial,23.86,9313019,222208633.34,2022,26.2,79.3,78.7,No,No,Residential,16.9,1,87,138,5.13,77,5,4.0,79,48,2026-05-29
L00246,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,20.38,8380608,170796791.04,2026,34.3,34.3,4.7,Yes,No,Commercial,14.85,1,42,46,5.54,55,2,10.48,90,70,2026-05-29
L00247,Sambalpur,Odisha,Sambalpur,Residential,15.17,7889578,119684898.26,2025,3.5,79.1,17.7,Yes,Yes,Industrial,9.28,1,73,142,2.65,72,5,5.72,94,83,2026-05-29
L00248,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,4.99,9932171,49561533.29,2020,25.3,56.5,23.7,No,Yes,Industrial,15.73,4,55,123,5.5,93,4,9.9,64,65,2026-05-29
L00249,Hyderabad,Telangana,Hyderabad,Commercial,18.85,1277830,24087095.5,2023,47.6,48.1,55.8,Yes,Yes,Mixed Use,17.02,2,62,94,3.43,56,4,5.33,81,73,2026-05-29
L00250,Rourkela,Odisha,Sundargarh,Industrial,8.6,6156037,52941918.2,2024,8.3,3.8,51.4,Yes,Yes,Industrial,12.33,1,81,29,2.88,46,5,4.62,48,49,2026-05-29
L00251,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,6.48,1860092,12053396.16,2018,44.9,78.4,2.8,Yes,Yes,Mixed Use,18.36,4,66,135,1.44,92,4,9.68,51,47,2026-05-29
L00252,Sambalpur,Odisha,Sambalpur,Industrial,17.54,8944087,156879285.98,2015,13.3,42.1,26.7,No,Yes,Agricultural,22.04,2,44,110,5.85,50,4,1.18,79,100,2026-05-29
L00253,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,17.63,14283116,251811335.08,2020,9.3,27.0,82.7,No,Yes,Agricultural,16.24,1,57,54,3.73,78,5,8.5,73,48,2026-05-29
L00254,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,18.35,4601090,84430001.5,2020,17.7,41.3,92.1,Yes,Yes,Industrial,15.84,1,71,73,2.03,75,4,4.56,67,79,2026-05-29
L00255,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,10.69,2495206,26673752.14,2015,43.1,5.8,8.4,No,Yes,Commercial,6.05,2,82,90,2.05,53,5,1.22,41,81,2026-05-29
L00256,Bhubaneswar,Odisha,Khordha,Agricultural,21.01,667614,14026570.14,2024,29.6,23.3,14.5,Yes,No,Commercial,3.56,2,63,52,5.84,82,4,2.08,91,62,2026-05-29
L00257,Hyderabad,Telangana,Hyderabad,Residential,17.72,9726083,172346190.76,2017,2.8,37.7,75.2,No,Yes,Mixed Use,5.52,2,80,148,3.64,56,1,7.19,54,70,2026-05-29
L00258,Puri,Odisha,Puri,Agricultural,3.48,4786304,16656337.92,2019,17.4,36.4,90.6,Yes,No,Commercial,21.68,1,97,63,5.74,67,5,2.92,83,55,2026-05-29
L00259,Hyderabad,Telangana,Hyderabad,Agricultural,14.62,14325003,209431543.86,2023,5.1,34.6,101.6,No,Yes,Commercial,6.11,4,49,106,5.17,51,1,1.5,50,58,2026-05-29
L00260,Hyderabad,Telangana,Hyderabad,Industrial,21.6,11107658,239925412.8,2019,12.0,71.6,53.1,Yes,Yes,Commercial,13.52,3,68,43,1.85,59,2,7.6,46,56,2026-05-29
L00261,Pune,Maharashtra,Pune,Industrial,23.29,8823768,205505556.72,2023,9.4,62.1,16.1,Yes,Yes,Residential,6.6,2,95,138,3.59,74,1,6.32,65,41,2026-05-29
L00262,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,22.69,9386264,212974330.16,2015,16.0,18.7,26.6,No,Yes,Industrial,17.47,2,82,91,3.75,95,2,6.34,81,59,2026-05-29
L00263,Rourkela,Odisha,Sundargarh,Industrial,7.85,10302393,80873785.05,2021,32.9,10.9,27.0,No,Yes,Mixed Use,5.82,4,87,98,3.75,63,2,4.78,49,52,2026-05-29
L00264,Puri,Odisha,Puri,Commercial,19.03,2206586,41991331.58,2015,8.6,5.4,17.2,Yes,No,Mixed Use,22.94,3,74,71,5.02,68,3,2.33,88,55,2026-05-29
L00265,Bhubaneswar,Odisha,Khordha,Commercial,21.95,8788404,192905467.8,2022,16.6,25.8,64.2,Yes,Yes,Mixed Use,6.8,3,82,111,1.06,61,5,4.71,91,100,2026-05-29
L00266,Sambalpur,Odisha,Sambalpur,Agricultural,21.7,8751239,189901886.3,2021,29.0,37.6,49.0,Yes,Yes,Commercial,3.49,5,57,25,5.73,45,2,1.98,98,78,2026-05-29
L00267,Rourkela,Odisha,Sundargarh,Agricultural,15.41,12112844,186658926.04,2015,33.3,51.3,65.4,Yes,Yes,Agricultural,23.91,1,65,136,3.44,81,4,7.51,41,75,2026-05-29
L00268,Sambalpur,Odisha,Sambalpur,Residential,15.01,5704012,85617220.12,2024,1.7,70.0,51.8,Yes,No,Industrial,21.11,4,50,86,3.54,63,1,1.71,56,94,2026-05-29
